# BUSCO version is: 3.0.0 
# The lineage dataset is: tetrapoda_odb9 (Creation date: 2016-02-13, number of species: 55, number of BUSCOs: 3950)
# To reproduce this run: python /mnt/lustre/software/linuxbrew/colsa/bin/busco -i /mnt/lustre/macmaneslab/shared/Stuckert/Stuckert_Ranitomeya_imitator_genome/imitator.1.3.6.fa -o Ranitomeya_imitator_genome_BUSCO -l /mnt/lustre/macmaneslab/ams1236/Oyster_River_Protocol/busco_dbs/tetrapoda_odb9/ -m genome -c 40 -sp human
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090701TR	Complete	scaffold371_pilon_pilon	873167	902006	849.1	557
EOG090701TU	Complete	scaffold20_pilon_pilon	11051960	11060650	1213.2	706
EOG090701TV	Complete	scaffold220_pilon_pilon	640083	684148	1395.7	908
EOG090701TY	Complete	scaffold43_pilon_pilon	2224972	2267213	1308.5	789
EOG090701U3	Complete	scaffold21_pilon_pilon	2850902	2911963	800.4	527
EOG090701U7	Complete	scaffold50_pilon_pilon	6521518	6608800	1240.1	687
EOG090701UA	Complete	scaffold23_pilon_pilon	13497513	13523254	1225.8	756
EOG090701UB	Complete	scaffold73_pilon_pilon	4303222	4333297	1160.3	799
EOG090701UG	Complete	scaffold216_pilon_pilon	1617758	1632171	799.6	677
EOG090701UJ	Complete	scaffold162_pilon_pilon	1814394	1827561	1884.8	1016
EOG090701UN	Duplicated	scaffold4_pilon_pilon	93020	152219	1388.4	707
EOG090701UN	Duplicated	scaffold6017_pilon_pilon	41126	118876	1307.5	670
EOG090701US	Complete	scaffold109_pilon_pilon	316491	335016	1039.9	642
EOG090701UT	Complete	scaffold167_pilon_pilon	2243231	2320361	1235.7	737
EOG090701UW	Complete	scaffold131_pilon_pilon	2869432	2909543	1156.5	627
EOG090701V0	Complete	scaffold16_pilon_pilon	15509702	15565277	1355.9	783
EOG090701V9	Complete	scaffold10_pilon_pilon	18224825	18276397	1197.7	716
EOG090701VI	Duplicated	scaffold10321_pilon_pilon	37825	79151	616.9	615
EOG090701VI	Duplicated	scaffold2633_pilon_pilon	225080	248257	616.4	583
EOG090701VI	Duplicated	scaffold65_pilon_pilon	4472492	4517662	640.5	620
EOG090701VJ	Complete	scaffold12_pilon_pilon	12560190	12587349	1404.3	777
EOG090701VK	Complete	scaffold177_pilon_pilon	2726720	2755931	1423.7	715
EOG090701VL	Duplicated	scaffold12229_pilon_pilon	6903	60109	1500.7	738
EOG090701VL	Duplicated	scaffold248_pilon_pilon	1257475	1287918	1387.2	681
EOG090701VM	Complete	scaffold53_pilon_pilon	7443591	7500947	1130.9	634
EOG090701VN	Duplicated	scaffold14_pilon_pilon	22197685	22252480	1145.9	644
EOG090701VN	Duplicated	scaffold633_pilon_pilon	651369	685639	1058.1	604
EOG090701VR	Complete	scaffold28_pilon_pilon	1465660	1477003	1079.4	606
EOG090701VV	Complete	scaffold23_pilon_pilon	10561614	10607990	1342.6	658
EOG090701W1	Complete	scaffold4_pilon_pilon	32841955	32922181	1166.6	672
EOG090701WE	Complete	scaffold5744_pilon_pilon	66052	89193	939.6	591
EOG090701WK	Complete	scaffold27_pilon_pilon	14124898	14154658	1323.7	661
EOG090701WL	Complete	scaffold70_pilon_pilon	1433241	1556662	1525.7	693
EOG090701WM	Duplicated	scaffold163_pilon_pilon	1042526	1109660	1299.5	600
EOG090701WM	Duplicated	scaffold3593_pilon_pilon	73320	139633	1158.9	600
EOG090701WQ	Duplicated	scaffold16_pilon_pilon	2515842	2625489	1122.8	759
EOG090701WQ	Duplicated	scaffold1814_pilon_pilon	13965	111003	1144.6	757
EOG090701WR	Complete	scaffold181_pilon_pilon	441507	468501	1479.5	771
EOG090701WZ	Duplicated	scaffold2342_pilon_pilon	203889	284421	2494.6	1268
EOG090701WZ	Duplicated	scaffold98_pilon_pilon	7126388	7196480	2236.3	1269
EOG090701X5	Complete	scaffold4592_pilon_pilon	194020	215762	881.1	664
EOG090701X7	Complete	scaffold69_pilon_pilon	4353024	4374522	1001.1	673
EOG090701X9	Complete	scaffold547_pilon_pilon	721703	834849	1474.3	762
EOG090701XA	Complete	scaffold181_pilon_pilon	1883908	1893831	1608.3	742
EOG090701XD	Complete	scaffold159_pilon_pilon	4714390	4757700	1630.0	761
EOG090701XE	Duplicated	scaffold34_pilon_pilon	7039113	7084648	1461.2	664
EOG090701XE	Duplicated	scaffold6694_pilon_pilon	36540	74672	1327.2	664
EOG090701XF	Duplicated	scaffold1659_pilon_pilon	299405	389541	1374.7	764
EOG090701XF	Duplicated	scaffold67_pilon_pilon	8810194	8915709	1576.5	777
EOG090701XJ	Complete	scaffold140_pilon_pilon	3932789	3989611	1090.8	787
EOG090701XP	Duplicated	scaffold4624_pilon_pilon	56270	163265	1439.1	711
EOG090701XP	Duplicated	scaffold54_pilon_pilon	9115945	9165012	1446.2	732
EOG090701XQ	Complete	scaffold41_pilon_pilon	10079095	10106230	849.8	803
EOG090701XR	Missing
EOG090701XX	Missing
EOG090701XY	Complete	scaffold125_pilon_pilon	165140	194011	1252.9	666
EOG090701Y0	Duplicated	scaffold114_pilon_pilon	6218437	6250318	1871.8	1197
EOG090701Y0	Duplicated	scaffold254_pilon_pilon	1227375	1231019	1630.3	1127
EOG090701Y0	Duplicated	scaffold267_pilon_pilon	167968	175832	1650.1	947
EOG090701Y9	Complete	scaffold39_pilon_pilon	77585	136517	1380.3	658
EOG090701YB	Duplicated	scaffold118_pilon_pilon	2876043	2951866	812.3	461
EOG090701YB	Duplicated	scaffold658_pilon_pilon	230040	300141	757.8	470
EOG090701YE	Complete	scaffold92_pilon_pilon	1763717	1846228	1438.9	813
EOG090701YK	Complete	scaffold102_pilon_pilon	2894052	2908324	1003.7	651
EOG090701YN	Missing
EOG090701YP	Complete	scaffold443_pilon_pilon	210074	244763	1201.5	725
EOG090701YR	Complete	scaffold175_pilon_pilon	3444123	3458227	1053.5	806
EOG090701YV	Complete	scaffold1487_pilon_pilon	429203	432215	1457.1	726
EOG090701YW	Complete	scaffold43_pilon_pilon	8859178	8902858	1303.4	776
EOG090701YZ	Fragmented	scaffold2556_pilon_pilon	55982	91057	595.5	458
EOG090701Z3	Complete	scaffold28_pilon_pilon	4662	51856	1627.4	956
EOG090701Z4	Complete	scaffold45_pilon_pilon	9871307	9908795	1112.1	784
EOG090701Z7	Duplicated	scaffold1952_pilon_pilon	241795	374606	1386.4	758
EOG090701Z7	Duplicated	scaffold85_pilon_pilon	2366673	2426235	1566.8	767
EOG090701ZC	Duplicated	scaffold183_pilon_pilon	2314049	2403313	1036.4	556
EOG090701ZC	Duplicated	scaffold391_pilon_pilon	34105	128584	952.9	565
EOG090701ZD	Complete	scaffold7_pilon_pilon	1806303	1884288	1268.3	583
EOG090701ZF	Complete	scaffold152_pilon_pilon	2836935	2931590	1107.0	572
EOG090701ZV	Complete	scaffold1465_pilon_pilon	271143	289120	1155.5	646
EOG09070200	Duplicated	scaffold11_pilon_pilon	9624600	9656351	1306.9	722
EOG09070200	Duplicated	scaffold3452_pilon_pilon	14849	79401	1200.8	720
EOG09070201	Complete	scaffold7_pilon_pilon	12636268	12652812	1331.9	744
EOG09070208	Duplicated	scaffold149_pilon_pilon	2100545	2198151	1470.8	696
EOG09070208	Duplicated	scaffold2544_pilon_pilon	118704	138174	1305.1	694
EOG09070209	Duplicated	scaffold2698_pilon_pilon	112093	239914	1353.3	674
EOG09070209	Duplicated	scaffold7_pilon_pilon	23678254	23731220	1427.1	689
EOG0907020D	Complete	scaffold19_pilon_pilon	1039696	1141526	1595.0	976
EOG0907020F	Complete	scaffold5_pilon_pilon	1239171	1304517	1190.3	650
EOG0907020I	Complete	scaffold76_pilon_pilon	7195177	7240344	1470.4	744
EOG0907020J	Duplicated	scaffold17_pilon_pilon	2302582	2358458	932.1	425
EOG0907020J	Duplicated	scaffold369_pilon_pilon	223777	328668	923.6	449
EOG0907020M	Complete	scaffold350_pilon_pilon	1235913	1266151	730.4	1050
EOG0907020N	Missing
EOG0907020O	Complete	scaffold256_pilon_pilon	1592298	1617490	1496.6	704
EOG0907020P	Complete	scaffold161_pilon_pilon	324912	417051	1213.8	741
EOG0907020T	Fragmented	scaffold6576_pilon_pilon	24439	25083	270.3	208
EOG09070212	Complete	scaffold119_pilon_pilon	4956549	4986575	1148.0	649
EOG09070215	Complete	scaffold44_pilon_pilon	10105961	10117340	701.6	593
EOG09070217	Complete	scaffold68_pilon_pilon	3083992	3184626	1416.9	651
EOG09070218	Complete	scaffold68_pilon_pilon	2007630	2075485	1288.7	624
EOG0907021E	Complete	scaffold90_pilon_pilon	5390083	5440809	1185.9	657
EOG0907021J	Complete	scaffold12_pilon_pilon	8672884	8704841	1221.4	710
EOG0907021K	Complete	scaffold5_pilon_pilon	33196452	33228618	1027.6	630
EOG0907021Q	Complete	scaffold244_pilon_pilon	2394642	2427764	765.7	520
EOG0907021S	Complete	scaffold74_pilon_pilon	6407463	6426861	1249.9	677
EOG0907021T	Duplicated	scaffold1508_pilon_pilon	330920	413374	1275.0	774
EOG0907021T	Duplicated	scaffold88_pilon_pilon	6337701	6364552	1394.1	795
EOG0907021U	Complete	scaffold3785_pilon_pilon	5084	35842	636.2	383
EOG09070226	Duplicated	scaffold21173_pilon_pilon	15509	24818	627.4	324
EOG09070226	Duplicated	scaffold5_pilon_pilon	19699076	19734722	604.8	339
EOG0907022E	Complete	scaffold494_pilon_pilon	122531	159932	1148.4	675
EOG0907022K	Duplicated	scaffold31_pilon_pilon	3098549	3174661	1203.0	643
EOG0907022K	Duplicated	scaffold708_pilon_pilon	605406	630717	1337.1	658
EOG0907022L	Complete	scaffold201_pilon_pilon	3103075	3146671	1212.1	642
EOG0907022N	Complete	scaffold112_pilon_pilon	3371033	3398083	1056.4	579
EOG0907022O	Complete	scaffold141_pilon_pilon	5448579	5516869	1098.4	669
EOG0907022W	Complete	scaffold69_pilon_pilon	6538731	6623503	1268.8	584
EOG0907022Y	Complete	scaffold111_pilon_pilon	561696	576049	913.1	467
EOG09070235	Complete	scaffold56_pilon_pilon	8983343	9055152	1312.2	771
EOG09070238	Duplicated	scaffold1_pilon_pilon	56310536	56324980	1392.7	697
EOG09070238	Duplicated	scaffold2170_pilon_pilon	349933	362962	1307.6	697
EOG0907023K	Complete	scaffold169_pilon_pilon	937277	958283	1386.9	883
EOG0907023L	Complete	scaffold310_pilon_pilon	1220288	1250135	1502.5	837
EOG0907023M	Duplicated	scaffold2199_pilon_pilon	85851	164999	1289.2	662
EOG0907023M	Duplicated	scaffold28_pilon_pilon	4011035	4043072	1398.0	662
EOG0907023Q	Complete	scaffold119_pilon_pilon	4541438	4622453	1197.9	775
EOG0907023T	Complete	scaffold34_pilon_pilon	3513914	3550970	1307.2	712
EOG0907023Y	Complete	scaffold673_pilon_pilon	526530	592816	1065.8	669
EOG0907023Z	Complete	scaffold136_pilon_pilon	2485702	2512961	1120.8	608
EOG09070240	Duplicated	scaffold13250_pilon_pilon	52409	57192	1134.7	734
EOG09070240	Duplicated	scaffold947_pilon_pilon	382904	407015	1062.6	730
EOG09070246	Complete	scaffold216_pilon_pilon	2508129	2553417	1295.6	702
EOG09070247	Complete	scaffold38_pilon_pilon	9787897	9807901	1323.4	730
EOG09070249	Complete	scaffold199_pilon_pilon	1406998	1475995	1325.7	660
EOG0907024D	Fragmented	scaffold833_pilon_pilon	393652	433676	1003.0	684
EOG0907024E	Complete	scaffold177_pilon_pilon	176987	215716	1372.3	684
EOG0907024I	Duplicated	scaffold58_pilon_pilon	5703177	5745753	1066.0	609
EOG0907024I	Duplicated	scaffold8422_pilon_pilon	1573	72103	1031.2	657
EOG0907024L	Missing
EOG0907024N	Complete	scaffold26_pilon_pilon	17254113	17284515	998.2	580
EOG0907024P	Complete	scaffold95_pilon_pilon	5075939	5131775	1418.7	712
EOG0907024Q	Complete	scaffold33_pilon_pilon	5637315	5704790	1077.7	624
EOG09070251	Missing
EOG09070252	Complete	scaffold52_pilon_pilon	3251658	3294350	1188.0	629
EOG0907025A	Complete	scaffold2228_pilon_pilon	116729	188263	1437.9	714
EOG0907025C	Complete	scaffold16_pilon_pilon	16002461	16045898	1215.2	695
EOG0907025E	Complete	scaffold38_pilon_pilon	14491934	14522616	1343.2	694
EOG0907025K	Complete	scaffold143_pilon_pilon	2777968	2826833	1333.3	711
EOG0907025O	Fragmented	scaffold154_pilon_pilon	3862350	3897193	479.6	278
EOG0907025P	Complete	scaffold56_pilon_pilon	9980209	10052027	1261.5	792
EOG0907025Y	Fragmented	scaffold3_pilon_pilon	4053545	4081724	601.9	284
EOG09070261	Duplicated	scaffold1851_pilon_pilon	195346	238591	1322.5	716
EOG09070261	Duplicated	scaffold1_pilon_pilon	11752778	11813038	1497.6	711
EOG09070267	Complete	scaffold23_pilon_pilon	1299950	1311640	1584.6	822
EOG0907026E	Complete	scaffold56_pilon_pilon	7493838	7565166	1768.9	954
EOG0907026G	Complete	scaffold221_pilon_pilon	1990692	2081305	1123.8	704
EOG0907026L	Complete	scaffold5_pilon_pilon	6743061	6785927	961.5	476
EOG0907026O	Complete	scaffold177_pilon_pilon	1060655	1085931	1127.1	625
EOG0907026V	Complete	scaffold111_pilon_pilon	164357	177184	1046.5	509
EOG09070270	Complete	scaffold1_pilon_pilon	59062978	59108980	762.1	638
EOG09070271	Complete	scaffold11_pilon_pilon	15426114	15506284	1092.0	648
EOG09070276	Complete	scaffold51_pilon_pilon	1657053	1706037	980.9	644
EOG09070279	Complete	scaffold35_pilon_pilon	1989467	1997290	1384.5	701
EOG0907027A	Complete	scaffold1958_pilon_pilon	75781	117558	825.1	560
EOG0907027J	Complete	scaffold115_pilon_pilon	1856453	1893682	1293.6	604
EOG0907027K	Complete	scaffold71_pilon_pilon	1882585	1957877	1670.9	718
EOG0907027M	Complete	scaffold56_pilon_pilon	9780084	9816236	1329.4	671
EOG0907027R	Complete	scaffold20_pilon_pilon	21286514	21321772	1192.8	660
EOG09070282	Complete	scaffold102_pilon_pilon	1778566	1823768	630.1	488
EOG09070283	Complete	scaffold15_pilon_pilon	20754941	20783707	1349.0	703
EOG09070284	Missing
EOG09070285	Complete	scaffold28_pilon_pilon	17996081	18038146	988.0	635
EOG09070288	Complete	scaffold28_pilon_pilon	16036289	16079806	1175.1	725
EOG09070289	Fragmented	scaffold289_pilon_pilon	181519	196638	1046.5	517
EOG0907028B	Complete	scaffold571_pilon_pilon	326402	353400	1422.5	638
EOG0907028C	Complete	scaffold22_pilon_pilon	4570727	4643206	1269.8	677
EOG0907028D	Complete	scaffold18_pilon_pilon	18006905	18090784	1241.6	629
EOG0907028G	Fragmented	scaffold22062_pilon_pilon	10306	17707	457.9	312
EOG0907028L	Complete	scaffold44_pilon_pilon	10080404	10085559	1018.6	572
EOG0907028M	Duplicated	scaffold376_pilon_pilon	751969	790268	1230.0	694
EOG0907028M	Duplicated	scaffold68_pilon_pilon	9195900	9229393	1430.4	694
EOG0907028P	Complete	scaffold447_pilon_pilon	40646	94985	1518.9	832
EOG0907028R	Complete	scaffold137_pilon_pilon	816206	846303	1521.3	831
EOG0907028U	Complete	scaffold18_pilon_pilon	18312689	18370195	1487.0	869
EOG0907028X	Complete	scaffold191_pilon_pilon	1242869	1268906	1311.1	626
EOG09070290	Complete	scaffold31_pilon_pilon	3516158	3537259	943.5	590
EOG09070292	Complete	scaffold117_pilon_pilon	1265916	1292333	1348.1	803
EOG09070293	Complete	scaffold138_pilon_pilon	362339	403558	1395.7	668
EOG09070295	Duplicated	scaffold164_pilon_pilon	4703879	4743398	1044.8	546
EOG09070295	Duplicated	scaffold672_pilon_pilon	624229	658403	1055.0	649
EOG09070298	Duplicated	scaffold3_pilon_pilon	12300520	12346021	1290.1	594
EOG09070298	Duplicated	scaffold8310_pilon_pilon	6286	135686	1185.4	588
EOG09070299	Complete	scaffold45_pilon_pilon	1299104	1345385	949.1	699
EOG0907029H	Complete	scaffold20_pilon_pilon	10099008	10117085	1584.9	803
EOG0907029J	Complete	scaffold65_pilon_pilon	2608660	2790975	1123.1	667
EOG0907029M	Complete	scaffold38_pilon_pilon	12192308	12266110	1399.5	763
EOG0907029N	Complete	scaffold165_pilon_pilon	4375407	4450324	1194.0	544
EOG0907029O	Complete	scaffold12_pilon_pilon	9196348	9232078	1293.1	651
EOG0907029S	Duplicated	scaffold138_pilon_pilon	1434144	1493400	1244.0	661
EOG0907029S	Duplicated	scaffold2705_pilon_pilon	266639	311174	1244.4	661
EOG0907029T	Complete	scaffold20_pilon_pilon	13372496	13406272	1346.3	615
EOG0907029W	Complete	scaffold74_pilon_pilon	5732887	5828372	1094.4	607
EOG090702A2	Missing
EOG090702A3	Complete	scaffold64_pilon_pilon	4428423	4500928	1195.1	831
EOG090702A4	Complete	scaffold74_pilon_pilon	7393812	7412093	1353.9	672
EOG090702AC	Complete	scaffold70_pilon_pilon	9337670	9368698	1454.0	661
EOG090702AD	Complete	scaffold95_pilon_pilon	6706469	6761878	637.3	396
EOG090702AE	Complete	scaffold9_pilon_pilon	17356667	17475820	1261.4	599
EOG090702AF	Duplicated	scaffold1273_pilon_pilon	168494	269630	1200.6	658
EOG090702AF	Duplicated	scaffold45_pilon_pilon	1887727	1917826	1305.8	645
EOG090702AG	Complete	scaffold5_pilon_pilon	6491520	6551869	1207.8	787
EOG090702AI	Complete	scaffold138_pilon_pilon	1609251	1632909	638.5	404
EOG090702AJ	Fragmented	scaffold789_pilon_pilon	671297	677342	1025.9	528
EOG090702AL	Duplicated	scaffold354_pilon_pilon	534045	572187	936.9	533
EOG090702AL	Duplicated	scaffold36_pilon_pilon	865315	896575	908.0	487
EOG090702AM	Complete	scaffold412_pilon_pilon	484620	529504	1440.3	657
EOG090702AP	Complete	scaffold119_pilon_pilon	4017673	4080759	1230.3	585
EOG090702AQ	Missing
EOG090702AW	Complete	scaffold43_pilon_pilon	8695050	8806706	1301.9	668
EOG090702AY	Complete	scaffold31_pilon_pilon	13113601	13140155	1219.4	672
EOG090702AZ	Complete	scaffold36_pilon_pilon	1584909	1694331	1242.3	680
EOG090702B3	Complete	scaffold36_pilon_pilon	8201250	8282050	1186.8	758
EOG090702B9	Duplicated	scaffold188_pilon_pilon	231890	239492	1278.3	674
EOG090702B9	Duplicated	scaffold1922_pilon_pilon	22414	48005	1168.3	624
EOG090702BK	Complete	scaffold42_pilon_pilon	8964473	9078858	1859.7	1059
EOG090702BP	Duplicated	scaffold5803_pilon_pilon	75425	142883	1089.0	556
EOG090702BP	Duplicated	scaffold92_pilon_pilon	1036944	1079086	1127.1	556
EOG090702BQ	Fragmented	scaffold3491_pilon_pilon	186279	228520	527.6	287
EOG090702BR	Complete	scaffold11_pilon_pilon	7212499	7279438	1118.3	588
EOG090702BU	Duplicated	scaffold28_pilon_pilon	1906025	1935503	1360.3	640
EOG090702BU	Duplicated	scaffold5415_pilon_pilon	68665	118727	1286.2	643
EOG090702BZ	Complete	scaffold116_pilon_pilon	4555670	4581495	1584.6	737
EOG090702C2	Complete	scaffold10831_pilon_pilon	53809	85440	1368.5	718
EOG090702C7	Complete	scaffold38_pilon_pilon	6266882	6289555	1173.4	602
EOG090702CB	Complete	scaffold54_pilon_pilon	8972165	9013997	1021.1	586
EOG090702CE	Complete	scaffold10_pilon_pilon	13697899	13883940	1317.7	665
EOG090702CJ	Complete	scaffold48_pilon_pilon	818499	842143	1320.3	631
EOG090702CK	Complete	scaffold56_pilon_pilon	6289440	6316846	1176.8	602
EOG090702CL	Complete	scaffold6_pilon_pilon	3469011	3507450	1261.7	628
EOG090702CU	Complete	scaffold125_pilon_pilon	330471	370707	1363.3	623
EOG090702CV	Complete	scaffold140_pilon_pilon	3899908	3932514	1227.6	591
EOG090702CW	Complete	scaffold5_pilon_pilon	19608737	19616319	1513.0	721
EOG090702CX	Complete	scaffold33_pilon_pilon	7430820	7468922	1238.4	690
EOG090702CZ	Complete	scaffold82_pilon_pilon	4303162	4342769	1112.2	668
EOG090702D0	Complete	scaffold58_pilon_pilon	8623751	8737408	1373.6	679
EOG090702D2	Complete	scaffold30_pilon_pilon	7374422	7420119	1284.7	604
EOG090702D5	Complete	scaffold151_pilon_pilon	1968653	2109723	1485.9	808
EOG090702D9	Complete	scaffold88_pilon_pilon	7324228	7340685	1473.9	679
EOG090702DB	Duplicated	scaffold10448_pilon_pilon	28211	65224	1352.5	652
EOG090702DB	Duplicated	scaffold33_pilon_pilon	7342757	7371211	1423.9	652
EOG090702DC	Complete	scaffold28_pilon_pilon	4907076	4941097	190.1	155
EOG090702DI	Complete	scaffold31_pilon_pilon	4557288	4585745	972.1	576
EOG090702DJ	Complete	scaffold26_pilon_pilon	558174	591220	1142.2	606
EOG090702DK	Complete	scaffold20_pilon_pilon	13552322	13596695	809.2	701
EOG090702DR	Complete	scaffold75_pilon_pilon	6023326	6049022	1217.5	606
EOG090702DS	Complete	scaffold9158_pilon_pilon	17360	30373	1190.0	698
EOG090702DU	Complete	scaffold31_pilon_pilon	4140479	4173797	1057.5	589
EOG090702DW	Complete	scaffold31_pilon_pilon	812335	915257	1084.1	645
EOG090702DY	Duplicated	scaffold1026_pilon_pilon	338751	387496	1262.4	624
EOG090702DY	Duplicated	scaffold21_pilon_pilon	3527750	3567169	1323.0	660
EOG090702E1	Complete	scaffold92_pilon_pilon	1155025	1202943	1228.7	604
EOG090702E4	Complete	scaffold1_pilon_pilon	56489847	56534008	1323.3	709
EOG090702E8	Complete	scaffold116_pilon_pilon	889287	950365	1084.1	599
EOG090702EB	Complete	scaffold12259_pilon_pilon	62976	65066	1313.0	649
EOG090702ED	Complete	scaffold5079_pilon_pilon	124893	172536	1160.4	670
EOG090702EF	Complete	scaffold247_pilon_pilon	2153583	2184944	824.2	634
EOG090702EG	Duplicated	scaffold1333_pilon_pilon	110534	190517	1179.6	784
EOG090702EG	Duplicated	scaffold213_pilon_pilon	2783553	2873745	1208.0	748
EOG090702EI	Complete	scaffold158_pilon_pilon	3056619	3078638	1502.5	711
EOG090702EO	Duplicated	scaffold1324_pilon_pilon	336939	431646	1017.7	707
EOG090702EO	Duplicated	scaffold165_pilon_pilon	479455	549339	1095.9	642
EOG090702EX	Fragmented	scaffold144_pilon_pilon	12802	13926	512.0	364
EOG090702EZ	Complete	scaffold17_pilon_pilon	18957438	18977852	1135.3	660
EOG090702F4	Complete	scaffold58_pilon_pilon	9410804	9431808	1064.8	632
EOG090702F7	Complete	scaffold46_pilon_pilon	7120387	7169262	1026.2	578
EOG090702FG	Complete	scaffold74_pilon_pilon	8912106	9010433	1215.9	700
EOG090702FH	Duplicated	scaffold4274_pilon_pilon	50881	84519	910.3	627
EOG090702FH	Duplicated	scaffold79_pilon_pilon	4602108	4671268	963.8	738
EOG090702FL	Complete	scaffold12_pilon_pilon	19644576	19672513	1222.6	747
EOG090702FM	Duplicated	scaffold5_pilon_pilon	24002497	24054998	1417.2	709
EOG090702FM	Duplicated	scaffold7534_pilon_pilon	25670	44795	1275.8	727
EOG090702FO	Complete	scaffold27_pilon_pilon	10010516	10020774	1076.6	594
EOG090702FP	Complete	scaffold89_pilon_pilon	4954192	4992218	1376.3	683
EOG090702FU	Complete	scaffold396_pilon_pilon	976142	1089086	1098.3	824
EOG090702FW	Complete	scaffold3_pilon_pilon	10647880	10673312	1179.4	622
EOG090702FX	Complete	scaffold14_pilon_pilon	4697563	4732023	860.5	638
EOG090702G1	Complete	scaffold107_pilon_pilon	6852960	6950188	761.2	550
EOG090702G3	Complete	scaffold141_pilon_pilon	1529201	1573187	1311.8	625
EOG090702G6	Complete	scaffold8360_pilon_pilon	39950	110000	1238.3	650
EOG090702GG	Complete	scaffold58_pilon_pilon	22014	43727	1208.3	593
EOG090702GI	Complete	scaffold5_pilon_pilon	24687444	24737053	1260.2	641
EOG090702GN	Complete	scaffold149_pilon_pilon	2326933	2361883	1168.3	621
EOG090702GP	Complete	scaffold24_pilon_pilon	16121910	16211621	760.7	537
EOG090702GR	Complete	scaffold70_pilon_pilon	4740298	4774127	751.9	566
EOG090702GS	Complete	scaffold29_pilon_pilon	13552378	13555047	979.1	555
EOG090702GU	Duplicated	scaffold95_pilon_pilon	2779518	2852979	1234.5	601
EOG090702GU	Duplicated	scaffold996_pilon_pilon	332940	448679	1221.1	623
EOG090702GV	Duplicated	scaffold1341_pilon_pilon	49664	105209	1213.5	623
EOG090702GV	Duplicated	scaffold6_pilon_pilon	4094187	4145814	1275.8	621
EOG090702GW	Complete	scaffold428_pilon_pilon	26299	37754	1283.7	641
EOG090702GX	Complete	scaffold16_pilon_pilon	21265890	21290025	1333.0	631
EOG090702H7	Fragmented	scaffold152_pilon_pilon	3561867	3562424	357.5	157
EOG090702H8	Complete	scaffold7_pilon_pilon	8008649	8165656	1444.2	735
EOG090702HF	Complete	scaffold15_pilon_pilon	18718927	18749442	1238.1	615
EOG090702HH	Complete	scaffold221_pilon_pilon	1563359	1617837	825.3	473
EOG090702HI	Complete	scaffold70_pilon_pilon	7444358	7515161	1586.2	841
EOG090702HJ	Complete	scaffold1389_pilon_pilon	175295	254947	935.3	564
EOG090702HK	Complete	scaffold197_pilon_pilon	3269561	3302691	1121.2	583
EOG090702HV	Complete	scaffold6_pilon_pilon	6188260	6224478	1392.8	805
EOG090702I7	Complete	scaffold33_pilon_pilon	10318020	10353700	988.9	596
EOG090702I9	Complete	scaffold38_pilon_pilon	12269035	12293198	1034.3	528
EOG090702IF	Complete	scaffold5_pilon_pilon	21591780	21628846	1016.8	538
EOG090702IN	Complete	scaffold73_pilon_pilon	7221531	7232771	1364.1	672
EOG090702IP	Duplicated	scaffold3_pilon_pilon	28212475	28404429	1103.8	562
EOG090702IP	Duplicated	scaffold4057_pilon_pilon	48932	225115	1019.4	562
EOG090702IS	Fragmented	scaffold47_pilon_pilon	2820923	2827604	268.6	121
EOG090702IU	Duplicated	scaffold1739_pilon_pilon	261937	302344	1111.6	629
EOG090702IU	Duplicated	scaffold187_pilon_pilon	2332735	2370571	1275.5	633
EOG090702IX	Complete	scaffold35_pilon_pilon	7921434	7946924	1262.1	681
EOG090702IZ	Complete	scaffold131_pilon_pilon	5907564	5976794	1057.0	559
EOG090702J7	Complete	scaffold22_pilon_pilon	13651449	13681437	1297.7	617
EOG090702J9	Complete	scaffold14_pilon_pilon	24396169	24452082	1179.6	639
EOG090702JB	Complete	scaffold64_pilon_pilon	2740479	2786449	1241.8	625
EOG090702JI	Complete	scaffold58_pilon_pilon	6738913	6772743	1571.2	808
EOG090702JJ	Complete	scaffold74_pilon_pilon	8096546	8161827	1264.8	684
EOG090702JN	Complete	scaffold136_pilon_pilon	588525	629645	2347.5	1563
EOG090702JO	Duplicated	scaffold150_pilon_pilon	1029325	1078728	1484.7	847
EOG090702JO	Duplicated	scaffold1819_pilon_pilon	84298	201347	1286.1	867
EOG090702JS	Complete	scaffold30_pilon_pilon	10447910	10473414	631.9	474
EOG090702JT	Duplicated	scaffold58_pilon_pilon	4687710	4743244	1115.3	535
EOG090702JT	Duplicated	scaffold9363_pilon_pilon	66160	102246	997.3	534
EOG090702K2	Complete	scaffold47_pilon_pilon	1045987	1080620	1218.9	590
EOG090702K5	Complete	scaffold142_pilon_pilon	219309	246797	1364.0	607
EOG090702KI	Complete	scaffold5_pilon_pilon	30446314	30537827	1141.4	693
EOG090702KT	Complete	scaffold34_pilon_pilon	14407164	14409305	1253.3	607
EOG090702KU	Complete	scaffold67_pilon_pilon	5574125	5698860	1109.3	557
EOG090702KY	Complete	scaffold443_pilon_pilon	289266	305200	486.6	748
EOG090702L1	Complete	scaffold39_pilon_pilon	13118974	13154194	1160.8	573
EOG090702L5	Complete	scaffold15_pilon_pilon	13792038	13835698	1064.9	604
EOG090702L8	Complete	scaffold31_pilon_pilon	17602316	17653677	1236.3	653
